REF_AREA,Reference area,Measure,Pollutant,Unit of measure,ISO,ISO 1,TIME_PERIOD,OBS_VALUE
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2006,22.662519
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2007,17.622416
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2008,17.94326
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2009,18.567904
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2010,18.573135
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2011,20.280024
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2012,17.979061
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2013,17.823698
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2014,17.452522
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2015,17.373291
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2016,16.124207
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2017,16.179504
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2018,17.813538
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2019,13.648471
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2020,13.999681
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,1990,15.452016
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,1995,14.68156
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2000,16.095222
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2001,15.079294
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2002,15.221164
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2003,15.610454
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2004,14.49972
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2005,14.490972
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2006,15.129958
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2007,14.532068
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2008,13.00235
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2009,13.117813
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2010,12.453263
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2011,13.433578
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2012,12.077751
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2013,11.303292
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2014,10.639734
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2015,11.337084
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2016,10.407053
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2017,10.531701
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2018,10.282574
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2019,9.4665041
ESP,Spain,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ESP,Spain,2020,9.6881123
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,1990,37.194042
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,1995,37.089348
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2000,38.35804
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2001,38.678333
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2002,39.294384
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2003,39.855797
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2004,38.492657
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2005,39.125248
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2006,39.929779
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2007,39.837826
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2008,39.413708
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2009,40.249657
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2010,34.362812
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2011,38.642082
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2012,40.869564
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2013,44.550388
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2014,43.957298
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2015,41.477154
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2016,40.624252
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2017,37.937889
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2018,36.665039
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2019,33.419071
G20,G20,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G20,G20,2020,29.317326
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,1990,20.953321
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,1995,20.2903
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2000,19.19401
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2001,18.10108
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2002,18.996687
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2003,19.819962
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2004,17.660357
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2005,18.001131
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2006,18.777876
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2007,17.429422
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2008,16.81881
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2009,16.838488
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2010,17.137804
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2011,17.243589
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2012,15.707316
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2013,15.380988
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2014,14.646043
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2015,15.003096
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2016,14.027645
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2017,13.98276
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2018,14.104218
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2019,13.258796
OECDE,OECD Europe,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDE,OECD Europe,2020,12.73983
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,1990,11.062995
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,1995,10.42014
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2000,10.520889
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2001,9.1416206
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2002,9.4184275
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2003,10.202452
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2004,8.7625122
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2005,8.6460152
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2006,10.007479
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2007,8.5637484
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2008,8.2354078
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2009,8.4406824
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2010,7.8788853
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2011,8.7034407
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2012,7.340868
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2013,7.0565825
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2014,7.1072807
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2015,6.7789021
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2016,6.2507801
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2017,6.5429239
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2018,6.7058697
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2019,6.3881078
NOR,Norway,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NOR,Norway,2020,6.064858
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,1990,17.31937
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,1995,16.706762
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2000,15.86974
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2001,14.996164
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2002,15.473861
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2003,15.969449
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2004,14.395109
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2005,14.870943
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2006,15.031257
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2007,14.155759
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2008,13.408796
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2009,13.030784
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2010,13.031663
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2011,13.395086
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2012,12.431599
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2013,12.12277
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2014,11.697729
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2015,11.551638
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2016,10.722448
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2017,11.017581
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2018,11.014206
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2019,10.103246
G7,G7,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,G7,G7,2020,10.163834
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,1990,24.394518
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,1995,23.872856
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2000,24.557953
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2001,24.174614
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2002,24.232447
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2003,24.080061
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2004,23.706076
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2005,24.034725
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2006,24.255276
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2007,24.218794
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2008,24.296898
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2009,23.39992
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2010,21.616875
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2011,24.65514
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2012,25.2633
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2013,27.19146
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2014,28.137993
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2015,26.058392
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2016,26.424437
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2017,25.684366
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2018,25.542562
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2019,25.50289
KOR,Korea,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,KOR,Korea,2020,25.298571
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,1990,37.053219
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,1995,36.746796
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2000,38.266014
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2001,38.121952
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2002,38.781223
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2003,38.927574
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2004,38.300816
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2005,38.397579
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2006,38.95937
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2007,39.369904
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2008,38.85561
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2009,39.164318
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2010,34.313324
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2011,37.674564
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2012,40.054668
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2013,42.078686
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2014,41.441158
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2015,41.023743
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2016,39.883781
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2017,37.392822
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2018,36.631031
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2019,33.586491
W,World,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,W,World,2020,30.462358
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,1990,10.00109
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,1995,9.8263683
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2000,9.4795218
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2001,9.6258707
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2002,9.4303122
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2003,9.5280457
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2004,8.7305536
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2005,9.2825289
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2006,8.8550119
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2007,8.5461855
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2008,8.2652979
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2009,7.3677416
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2010,7.5549841
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2011,7.14923
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2012,7.3530192
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2013,7.034194
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2014,7.1526518
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2015,6.8948379
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2016,6.2061357
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2017,6.8204627
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2018,6.8691378
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2019,6.024859
CAN,Canada,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CAN,Canada,2020,6.3485422
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,1990,12.816506
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,1995,12.862489
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2000,13.633844
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2001,13.064487
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2002,13.022133
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2003,13.865078
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2004,12.351064
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2005,12.649689
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2006,13.245553
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2007,12.6573
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2008,10.97319
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2009,11.029029
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2010,10.535214
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2011,11.235483
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2012,9.871109
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2013,9.5614567
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2014,9.2810097
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2015,9.4457855
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2016,8.6382027
