Reference area,REF_AREA,TIME_PERIOD,total emissions by tonnes
Ukraine,UKR,1995,320.5727
Ukraine,UKR,1996,268.6598
Ukraine,UKR,1997,271.8436
Ukraine,UKR,1998,218.0542
Ukraine,UKR,1999,186.6333
Ukraine,UKR,2000,169.4698
Ukraine,UKR,2001,188.5509
Ukraine,UKR,2002,175.6881
Ukraine,UKR,2003,164.3425
Ukraine,UKR,2004,333.6757
Ukraine,UKR,2005,432.3416
Ukraine,UKR,2006,444.0053
Ukraine,UKR,2007,452.7223
Ukraine,UKR,2008,440.041
Ukraine,UKR,2009,368.7692
Ukraine,UKR,2010,393.0302
Ukraine,UKR,2011,409.9539
Ukraine,UKR,2012,410.2184
Ukraine,UKR,2013,391.8894
Ukraine,UKR,2014,354.8904
Ukraine,UKR,2015,317.0881
Ukraine,UKR,2016,345.1671
Ukraine,UKR,2017,339.9276
Ukraine,UKR,2018,347.0084
Ukraine,UKR,2019,427.8716
Ukraine,UKR,2020,519.6455
Ukraine,UKR,2021,361.8092
Ukraine,UKR,2022,248.7644
Austria,AUT,1990,43.27451
Austria,AUT,1995,41.77017
Austria,AUT,2000,39.93572
Austria,AUT,2001,40.30098
Austria,AUT,2002,39.57531
Austria,AUT,2003,39.67073
Austria,AUT,2004,39.46325
Austria,AUT,2005,38.94669
Austria,AUT,2006,37.92137
Austria,AUT,2007,37.49306
Austria,AUT,2008,36.44377
Austria,AUT,2009,34.66338
Austria,AUT,2010,34.81558
Austria,AUT,2011,33.4465
Austria,AUT,2012,32.74213
Austria,AUT,2013,32.06815
Austria,AUT,2014,30.72543
Austria,AUT,2015,30.65782
Austria,AUT,2016,30.36353
Austria,AUT,2017,30.60049
Austria,AUT,2018,29.40598
Austria,AUT,2019,29.27525
Austria,AUT,2020,27.37934
Austria,AUT,2021,29.28462
Austria,AUT,2022,27.25764
Costa Rica,CRI,1990,24.572
Costa Rica,CRI,1991,23.533
Costa Rica,CRI,1992,29.934
Costa Rica,CRI,1993,30.132
Costa Rica,CRI,1994,33.391
Costa Rica,CRI,1995,33.042
Costa Rica,CRI,1996,36.037
Costa Rica,CRI,1997,37.704
Costa Rica,CRI,1998,39.945
Costa Rica,CRI,1999,40.482
Costa Rica,CRI,2000,40.894
Costa Rica,CRI,2001,42.452
Costa Rica,CRI,2002,44.38
Costa Rica,CRI,2003,43.542
Costa Rica,CRI,2004,46.341
Costa Rica,CRI,2005,45.503
Costa Rica,CRI,2006,48.112
Costa Rica,CRI,2007,51.808
Costa Rica,CRI,2008,52.987
Costa Rica,CRI,2009,52.052
Costa Rica,CRI,2010,54.781
Costa Rica,CRI,2011,54.783
Costa Rica,CRI,2012,60.085
Costa Rica,CRI,2013,62.262
Costa Rica,CRI,2014,58.773
Costa Rica,CRI,2015,63.517
Costa Rica,CRI,2016,67.555
Costa Rica,CRI,2017,66.267
Russia,RUS,2006,17438
Russia,RUS,2007,17485
Russia,RUS,2008,16299
Russia,RUS,2009,15632
Russia,RUS,2010,15363
Russia,RUS,2011,15840
Russia,RUS,2012,16119
Russia,RUS,2013,15782
Russia,RUS,2014,15517
Russia,RUS,2015,15531
Russia,RUS,2016,15862
Russia,RUS,2017,16167
Russia,RUS,2018,16596
Russia,RUS,2006,3461
Russia,RUS,2007,3463
Russia,RUS,2008,2889
Russia,RUS,2009,2925
Russia,RUS,2010,2894
Russia,RUS,2011,2977
Russia,RUS,2012,2563
Russia,RUS,2013,2834
Russia,RUS,2014,2741
Russia,RUS,2015,2716
Russia,RUS,2016,2756
Russia,RUS,2017,2742
Russia,RUS,2018,2892
Lithuania,LTU,1990,153.294
Lithuania,LTU,1991,160.8992
Lithuania,LTU,1992,99.91269
Lithuania,LTU,1993,77.9703
Lithuania,LTU,1994,69.72508
Lithuania,LTU,1995,73.86227
Lithuania,LTU,1996,77.0648
Lithuania,LTU,1997,81.73609
Lithuania,LTU,1998,83.47849
Lithuania,LTU,1999,71.09656
Lithuania,LTU,2000,61.62543
Lithuania,LTU,2001,63.08827
Lithuania,LTU,2002,64.4333
Lithuania,LTU,2003,61.06589
Lithuania,LTU,2004,61.7827
Lithuania,LTU,2005,63.53544
Lithuania,LTU,2006,63.54705
Lithuania,LTU,2007,64.28484
Lithuania,LTU,2008,62.95566
Lithuania,LTU,2009,54.00301
Lithuania,LTU,2010,57.00747
Lithuania,LTU,2011,55.6673
Lithuania,LTU,2012,55.98742
Lithuania,LTU,2013,52.96428
Lithuania,LTU,2014,55.73732
Lithuania,LTU,2015,57.48
Lithuania,LTU,2016,57.25914
Lithuania,LTU,2017,56.11825
Lithuania,LTU,2018,56.70638
Lithuania,LTU,2019,55.61967
Lithuania,LTU,2020,53.48602
Lithuania,LTU,2021,52.52911
Lithuania,LTU,2022,47.11105
Bosnia and Herzegovina,BIH,1990,172.3835
Bosnia and Herzegovina,BIH,1991,146.134
Bosnia and Herzegovina,BIH,1992,119.8844
Bosnia and Herzegovina,BIH,1993,93.63485
Bosnia and Herzegovina,BIH,1994,67.3853
Bosnia and Herzegovina,BIH,1995,41.13573
Bosnia and Herzegovina,BIH,1996,44.35347
Bosnia and Herzegovina,BIH,1997,47.5712
Bosnia and Herzegovina,BIH,1998,50.78892
Bosnia and Herzegovina,BIH,1999,54.00666
Bosnia and Herzegovina,BIH,2000,58.25712
Bosnia and Herzegovina,BIH,2001,60.18671
Bosnia and Herzegovina,BIH,2002,62.16725
Bosnia and Herzegovina,BIH,2003,64.1478
Bosnia and Herzegovina,BIH,2004,66.12833
Bosnia and Herzegovina,BIH,2005,68.10886
Bosnia and Herzegovina,BIH,2006,67.82112
Bosnia and Herzegovina,BIH,2007,67.53339
Bosnia and Herzegovina,BIH,2008,67.24564
Bosnia and Herzegovina,BIH,2009,66.95792
Bosnia and Herzegovina,BIH,2010,66.67017
Bosnia and Herzegovina,BIH,2011,68.53712
Bosnia and Herzegovina,BIH,2012,71.24976
Bosnia and Herzegovina,BIH,2013,73.96239
Bosnia and Herzegovina,BIH,2014,76.67505
Bosnia and Herzegovina,BIH,2015,79.38768
Bosnia and Herzegovina,BIH,2016,73.88381
Bosnia and Herzegovina,BIH,2017,68.37993
Bosnia and Herzegovina,BIH,2018,62.69509
Bosnia and Herzegovina,BIH,2019,57.19214
Bosnia and Herzegovina,BIH,2020,51.43424
Bosnia and Herzegovina,BIH,2021,51.68917
Bosnia and Herzegovina,BIH,2022,46.18622
Malta,MLT,1990,2.288721
Malta,MLT,1991,2.336203
Malta,MLT,1992,2.433555
Malta,MLT,1993,2.450109
Malta,MLT,1994,2.436109
Malta,MLT,1995,2.347843
Malta,MLT,1996,2.178661
Malta,MLT,1997,2.207417
Malta,MLT,1998,2.158407
Malta,MLT,1999,2.22137
Malta,MLT,2000,2.249313
Malta,MLT,2001,2.190731
Malta,MLT,2002,2.152316
Malta,MLT,2003,2.019022
Malta,MLT,2004,2.068276
Malta,MLT,2005,1.866047
Malta,MLT,2006,1.902185
Malta,MLT,2007,1.946932
Malta,MLT,2008,1.804577
Malta,MLT,2009,1.778189
Malta,MLT,2010,1.817983
Malta,MLT,2011,1.614179
Malta,MLT,2012,1.605454
Malta,MLT,2013,1.682216
Malta,MLT,2014,1.646811
Malta,MLT,2015,1.622012
Malta,MLT,2016,1.599452
Malta,MLT,2017,1.556174
Malta,MLT,2018,1.575054
Malta,MLT,2019,1.568591
Malta,MLT,2020,1.678805
Malta,MLT,2021,1.688762
Malta,MLT,2022,1.583359
Chile,CHL,2005,4387.499
Chile,CHL,2006,4515.046
Chile,CHL,2007,4495.765
Chile,CHL,2008,4668.876
Chile,CHL,2009,4717.744
Chile,CHL,2010,4910.676
Chile,CHL,2011,4935.643
Chile,CHL,2012,4831.531
Chile,CHL,2013,4780.09
Chile,CHL,2014,3538.483
Chile,CHL,2015,2154.992
Chile,CHL,2016,2419.212
Chile,CHL,2017,2460.211
Chile,CHL,2018,2140.698
Chile,CHL,2019,2122.648
Chile,CHL,2020,2848.378
Chile,CHL,2021,3019.866
Cyprus,CYP,1990,31.90569
Cyprus,CYP,1991,32.77123
Cyprus,CYP,1992,37.6034
Cyprus,CYP,1993,39.89807
Cyprus,CYP,1994,41.84568
Cyprus,CYP,1995,39.62057
Cyprus,CYP,1996,41.62615
Cyprus,CYP,1997,43.97517
Cyprus,CYP,1998,47.33813
Cyprus,CYP,1999,49.57628
Cyprus,CYP,2000,47.39352
Cyprus,CYP,2001,45.07116
Cyprus,CYP,2002,45.25078
Cyprus,CYP,2003,46.98115
Cyprus,CYP,2004,40.30265
Cyprus,CYP,2005,37.82218
Cyprus,CYP,2006,31.29945
Cyprus,CYP,2007,29.15952
Cyprus,CYP,2008,22.21919
Cyprus,CYP,2009,17.57634
Cyprus,CYP,2010,21.74998
Cyprus,CYP,2011,20.74689
Cyprus,CYP,2012,16.03167
Cyprus,CYP,2013,13.47904
Cyprus,CYP,2014,16.64728
Cyprus,CYP,2015,12.82558
Cyprus,CYP,2016,16.05346
Cyprus,CYP,2017,16.25562
Cyprus,CYP,2018,16.91771
Cyprus,CYP,2019,15.84665
Cyprus,CYP,2020,11.56213
Cyprus,CYP,2021,9.969516
Cyprus,CYP,2022,11.2138
Ireland,IRL,1990,183.9674
Ireland,IRL,1991,183.883
Ireland,IRL,1992,171.3095
Ireland,IRL,1993,162.4089
Ireland,IRL,1994,177.3066
Ireland,IRL,1995,163.4261
Ireland,IRL,1996,150.4744
Ireland,IRL,1997,169.2569
Ireland,IRL,1998,180.0049
Ireland,IRL,1999,161.3208
Ireland,IRL,2000,144.5927
Ireland,IRL,2001,142.5747
Ireland,IRL,2002,106.8933
Ireland,IRL,2003,83.02287
Ireland,IRL,2004,73.60379
Ireland,IRL,2005,74.22595
Ireland,IRL,2006,61.96305
Ireland,IRL,2007,56.09843
Ireland,IRL,2008,46.47408
Ireland,IRL,2009,33.27448
Ireland,IRL,2010,27.35813
Ireland,IRL,2011,25.39485
Ireland,IRL,2012,24.03738
Ireland,IRL,2013,24.04919
Ireland,IRL,2014,18.04904
Ireland,IRL,2015,16.50164
Ireland,IRL,2016,15.83545
Ireland,IRL,2017,15.09993
Ireland,IRL,2018,14.1904
Ireland,IRL,2019,11.21339
Ireland,IRL,2020,10.98593
Ireland,IRL,2021,12.90527
Ireland,IRL,2022,9.375977
Estonia,EST,1990,279.0143
Estonia,EST,1991,252.9923
Estonia,EST,1992,193.1686
Estonia,EST,1993,156.5452
Estonia,EST,1994,151.5934
Estonia,EST,1995,116.7561
Estonia,EST,1996,125.5633
Estonia,EST,1997,118.4858
Estonia,EST,1998,106.7164
Estonia,EST,1999,99.45235
Estonia,EST,2000,97.062
Estonia,EST,2001,90.6095
Estonia,EST,2002,85.65668
Estonia,EST,2003,99.59182
Estonia,EST,2004,88.50917
Estonia,EST,2005,76.54414
Estonia,EST,2006,69.84396
Estonia,EST,2007,87.89808
Estonia,EST,2008,69.29961
Estonia,EST,2009,54.60104
Estonia,EST,2010,83.13547
Estonia,EST,2011,72.49
Estonia,EST,2012,42.57394
Estonia,EST,2013,41.58309
Estonia,EST,2014,44.00589
Estonia,EST,2015,36.07787
Estonia,EST,2016,35.02943
Estonia,EST,2017,38.84094
Estonia,EST,2018,30.80547
Estonia,EST,2019,18.79313
Estonia,EST,2020,10.94733
Estonia,EST,2021,11.74073
Estonia,EST,2022,14.65722
Bulgaria,BGR,1990,781.1887
Bulgaria,BGR,1991,515.4785
Bulgaria,BGR,1992,588.2148
Bulgaria,BGR,1993,648.3156
Bulgaria,BGR,1994,574.158
Bulgaria,BGR,1995,588.5143
Bulgaria,BGR,1996,558.4962
Bulgaria,BGR,1997,408.4718
Bulgaria,BGR,1998,474.739
Bulgaria,BGR,1999,426.7447
Bulgaria,BGR,2000,397.5603
Bulgaria,BGR,2001,355.718
Bulgaria,BGR,2002,398.0352
Bulgaria,BGR,2003,408.3484
Bulgaria,BGR,2004,361.3496
Bulgaria,BGR,2005,339.1732
Bulgaria,BGR,2006,351.1691
Bulgaria,BGR,2007,318.0526
Bulgaria,BGR,2008,297.4601
Bulgaria,BGR,2009,288.0433
Bulgaria,BGR,2010,297.4428
Bulgaria,BGR,2011,473.9196
Bulgaria,BGR,2012,440.3199
Bulgaria,BGR,2013,270.5249
Bulgaria,BGR,2014,256.1477
Bulgaria,BGR,2015,254.3931
Bulgaria,BGR,2016,254.5266
Bulgaria,BGR,2017,249.7934
Bulgaria,BGR,2018,233.4724
Bulgaria,BGR,2019,223.1204
Bulgaria,BGR,2020,230.854
Bulgaria,BGR,2021,237.3221
Bulgaria,BGR,2022,200.2792
Latvia,LVA,1990,98.54162
Latvia,LVA,1991,94.82077
Latvia,LVA,1992,77.24014
Latvia,LVA,1993,67.68848
Latvia,LVA,1994,57.78394
Latvia,LVA,1995,52.74331
Latvia,LVA,1996,52.5029
Latvia,LVA,1997,49.88306
Latvia,LVA,1998,46.25254
Latvia,LVA,1999,44.66936
Latvia,LVA,2000,43.61384
Latvia,LVA,2001,46.96161
Latvia,LVA,2002,45.72972
Latvia,LVA,2003,47.4304
Latvia,LVA,2004,46.89242
Latvia,LVA,2005,46.52832
Latvia,LVA,2006,47.81496
Latvia,LVA,2007,48.32568
Latvia,LVA,2008,43.9169
Latvia,LVA,2009,40.88976
Latvia,LVA,2010,41.99966
Latvia,LVA,2011,39.30783
Latvia,LVA,2012,39.54954
Latvia,LVA,2013,38.82561
Latvia,LVA,2014,38.42389
Latvia,LVA,2015,37.79788
Latvia,LVA,2016,36.10484
Latvia,LVA,2017,36.56893
Latvia,LVA,2018,37.52466
Latvia,LVA,2019,35.96576
Latvia,LVA,2020,33.1175
Latvia,LVA,2021,33.58097
Latvia,LVA,2022,32.51066
Germany,DEU,1990,5459.712
Germany,DEU,1991,3963.66
Germany,DEU,1992,3236.536
Germany,DEU,1993,2901.521
Germany,DEU,1994,2415.817
Germany,DEU,1995,1742.243
Germany,DEU,1996,1475.464
Germany,DEU,1997,1225.227
Germany,DEU,1998,977.3731
Germany,DEU,1999,797.5359
Germany,DEU,2000,642.4249
Germany,DEU,2001,621.6707
Germany,DEU,2002,558.6363
Germany,DEU,2003,524.7772
Germany,DEU,2004,486.1796
Germany,DEU,2005,471.1636
Germany,DEU,2006,470.4422
Germany,DEU,2007,445.5512
Germany,DEU,2008,441.7883
Germany,DEU,2009,387.1963
Germany,DEU,2010,395.2831
Germany,DEU,2011,372.2139
Germany,DEU,2012,368.8868
Germany,DEU,2013,357.6649
Germany,DEU,2014,333.4184
Germany,DEU,2015,335.1032
Germany,DEU,2016,309.8453
Germany,DEU,2017,299.5339
Germany,DEU,2018,287.928
Germany,DEU,2019,257.9813
Germany,DEU,2020,241.9201
Germany,DEU,2021,250.0595
Germany,DEU,2022,254.9949
Greece,GRC,1990,84.80818
Greece,GRC,1991,84.51836
Greece,GRC,1992,86.19839
Greece,GRC,1993,86.00613
Greece,GRC,1994,88.04679
Greece,GRC,1995,86.5752
Greece,GRC,1996,90.31691
Greece,GRC,1997,92.63448
Greece,GRC,1998,95.0654
Greece,GRC,1999,95.27644
Greece,GRC,2000,126.7169
Greece,GRC,2001,132.0422
Greece,GRC,2002,132.0808
Greece,GRC,2003,127.1267
Greece,GRC,2004,131.1582
Greece,GRC,2005,122.4693
Greece,GRC,2006,125.0439
Greece,GRC,2007,121.3345
Greece,GRC,2008,128.1131
Greece,GRC,2009,116.689
Greece,GRC,2010,87.77865
Greece,GRC,2011,76.46526
Greece,GRC,2012,74.41348
Greece,GRC,2013,70.26696
Greece,GRC,2014,73.97212
Greece,GRC,2015,67.44437
Greece,GRC,2016,67.15481
Greece,GRC,2017,64.66827
Greece,GRC,2018,58.45213
Greece,GRC,2019,58.15075
Greece,GRC,2020,56.48777
Greece,GRC,2021,56.7589
Greece,GRC,2022,59.33091
Türkiye,TUR,1990,745.4325
Türkiye,TUR,1991,713.9821
Türkiye,TUR,1992,682.5319
Türkiye,TUR,1993,651.0816
Türkiye,TUR,1994,619.6313
Türkiye,TUR,1995,588.1811
Türkiye,TUR,1996,569.22
Türkiye,TUR,1997,550.2589
Türkiye,TUR,1998,531.2978
Türkiye,TUR,1999,512.3368
Türkiye,TUR,2000,493.3758
Türkiye,TUR,2001,485.2557
Türkiye,TUR,2002,477.1356
Türkiye,TUR,2003,469.0155
Türkiye,TUR,2004,460.8954
Türkiye,TUR,2005,452.7753
Türkiye,TUR,2006,473.7316
Türkiye,TUR,2007,494.6879
Türkiye,TUR,2008,515.6442
Türkiye,TUR,2009,536.6005
Türkiye,TUR,2010,557.5568
Türkiye,TUR,2011,551.756
Türkiye,TUR,2012,545.9551
Türkiye,TUR,2013,540.1543
Türkiye,TUR,2014,534.3534
Türkiye,TUR,2015,528.5526
Türkiye,TUR,2016,519.9845
Türkiye,TUR,2017,511.4164
