Reference area,REF_AREA,TIME_PERIOD,total emissions by tonnes
Bulgaria,BGR,2010,53.48882
Bulgaria,BGR,2011,59.91331
Bulgaria,BGR,2012,54.20304
Bulgaria,BGR,2013,50.39974
Bulgaria,BGR,2014,51.57387
Bulgaria,BGR,2015,52.42339
Bulgaria,BGR,2016,46.38653
Bulgaria,BGR,2017,46.19887
Bulgaria,BGR,2018,46.41473
Bulgaria,BGR,2019,46.12523
Bulgaria,BGR,2020,46.76907
Bulgaria,BGR,2021,46.49855
Bulgaria,BGR,2022,42.41908
Armenia,ARM,2016,20.5
Armenia,ARM,2017,19.35385
Armenia,ARM,2018,16.2538
Armenia,ARM,2019,18.31578
Armenia,ARM,2020,18.28999
Armenia,ARM,2021,16.22012
Armenia,ARM,2022,15.2354
Tajikistan,TJK,1990,29.48259
Tajikistan,TJK,1991,25.78728
Tajikistan,TJK,1992,22.09196
Tajikistan,TJK,1993,18.39664
Tajikistan,TJK,1994,14.70133
Tajikistan,TJK,1995,11.00601
Tajikistan,TJK,1996,10.78287
Tajikistan,TJK,1997,10.55972
Tajikistan,TJK,1998,10.33658
Tajikistan,TJK,1999,10.11343
Tajikistan,TJK,2000,10.55671
Tajikistan,TJK,2001,10.83808
Tajikistan,TJK,2002,11.16469
Tajikistan,TJK,2003,11.51628
Tajikistan,TJK,2004,11.88824
Tajikistan,TJK,2005,12.19417
Tajikistan,TJK,2006,12.32854
Tajikistan,TJK,2007,12.65818
Tajikistan,TJK,2008,12.78234
Tajikistan,TJK,2009,12.94885
Tajikistan,TJK,2010,13.08165
Tajikistan,TJK,2011,14.31402
Tajikistan,TJK,2012,15.85905
Tajikistan,TJK,2013,17.1948
Tajikistan,TJK,2014,18.78954
Tajikistan,TJK,2015,20.22308
Tajikistan,TJK,2016,19.54162
Tajikistan,TJK,2017,18.90264
Tajikistan,TJK,2018,18.40423
Tajikistan,TJK,2019,17.70793
Tajikistan,TJK,2020,16.64402
Tajikistan,TJK,2021,17.38526
Tajikistan,TJK,2022,13.27158
Tajikistan,TJK,1990,70.61362
Tajikistan,TJK,1991,66.92733
Tajikistan,TJK,1992,63.24072
Tajikistan,TJK,1993,59.55309
Tajikistan,TJK,1994,55.86492
Tajikistan,TJK,1995,52.17614
Tajikistan,TJK,1996,51.42799
Tajikistan,TJK,1997,50.67946
Tajikistan,TJK,1998,49.93092
Tajikistan,TJK,1999,49.18244
Tajikistan,TJK,2000,50.02541
Tajikistan,TJK,2001,51.71322
Tajikistan,TJK,2002,53.37003
Tajikistan,TJK,2003,55.02153
Tajikistan,TJK,2004,56.76939
Tajikistan,TJK,2005,58.46893
Tajikistan,TJK,2006,60.04371
Tajikistan,TJK,2007,61.64281
Tajikistan,TJK,2008,63.18797
Tajikistan,TJK,2009,64.76245
Tajikistan,TJK,2010,66.31315
Tajikistan,TJK,2011,69.78017
Tajikistan,TJK,2012,73.3226
Tajikistan,TJK,2013,76.80335
Tajikistan,TJK,2014,80.35613
Tajikistan,TJK,2015,83.84829
Tajikistan,TJK,2016,84.65451
Tajikistan,TJK,2017,85.37503
Tajikistan,TJK,2018,86.07912
Tajikistan,TJK,2019,86.79103
Tajikistan,TJK,2020,84.45032
Tajikistan,TJK,2021,88.01347
Tajikistan,TJK,2022,83.81279
United States,USA,1990,25177.522
United States,USA,1991,24807.384
United States,USA,1992,24583.306
United States,USA,1993,24824.621
United States,USA,1994,25953.178
United States,USA,1995,23423.904
United States,USA,1996,20735.868
United States,USA,1997,20782.708
United States,USA,1998,20768.228
United States,USA,1999,21213.407
United States,USA,2000,21543.167
United States,USA,2001,21507.529
United States,USA,2002,14525.044
United States,USA,2003,14727.063
United States,USA,2004,14788.467
United States,USA,2005,15418.144
United States,USA,2006,14693.665
United States,USA,2007,14914.285
United States,USA,2008,14781.129
United States,USA,2009,14366.459
United States,USA,2010,14557.139
United States,USA,2011,14640.296
United States,USA,2012,14728.652
United States,USA,2013,13962.652
United States,USA,2014,13957.06
United States,USA,2015,13791.992
United States,USA,2016,14281.15
United States,USA,2017,14761.821
United States,USA,2018,14188.892
United States,USA,2019,13657.838
United States,USA,2020,13431.428
United States,USA,2021,14572.901
United States,USA,2022,14571.657
Switzerland,CHE,1990,36.84059
Switzerland,CHE,1991,36.52243
Switzerland,CHE,1992,34.09208
Switzerland,CHE,1993,29.1616
Switzerland,CHE,1994,26.39977
Switzerland,CHE,1995,26.13309
Switzerland,CHE,1996,24.65468
Switzerland,CHE,1997,21.25041
Switzerland,CHE,1998,22.08915
Switzerland,CHE,1999,19.10424
Switzerland,CHE,2000,16.34783
Switzerland,CHE,2001,17.10518
Switzerland,CHE,2002,14.96028
Switzerland,CHE,2003,15.20691
Switzerland,CHE,2004,14.84877
Switzerland,CHE,2005,13.89664
Switzerland,CHE,2006,13.23351
Switzerland,CHE,2007,11.54778
Switzerland,CHE,2008,11.60386
Switzerland,CHE,2009,10.25583
Switzerland,CHE,2010,10.37391
Switzerland,CHE,2011,8.317564
Switzerland,CHE,2012,8.513223
Switzerland,CHE,2013,7.872198
Switzerland,CHE,2014,7.122705
Switzerland,CHE,2015,5.501945
Switzerland,CHE,2016,5.059295
Switzerland,CHE,2017,4.843209
Switzerland,CHE,2018,4.629324
Switzerland,CHE,2019,4.269403
Switzerland,CHE,2020,3.73228
Switzerland,CHE,2021,3.725609
Georgia,GEO,1990,22.94669
Georgia,GEO,1991,20.72818
Georgia,GEO,1992,25.62751
Georgia,GEO,1993,35.60081
Georgia,GEO,1994,10.22579
Georgia,GEO,1995,24.24224
Georgia,GEO,1996,32.07688
Georgia,GEO,1997,26.41562
Georgia,GEO,1998,24.1752
Georgia,GEO,1999,22.94565
Georgia,GEO,2000,21.96862
Georgia,GEO,2001,21.71443
Georgia,GEO,2002,21.8853
Georgia,GEO,2003,21.99988
Georgia,GEO,2004,21.96844
Georgia,GEO,2005,12.76739
Georgia,GEO,2006,13.2951
Georgia,GEO,2007,14.23154
Georgia,GEO,2008,13.61072
Georgia,GEO,2009,13.70424
Georgia,GEO,2010,13.16925
Georgia,GEO,2011,11.99496
Georgia,GEO,2012,12.31092
Georgia,GEO,2013,19.35661
Georgia,GEO,2014,18.73349
Georgia,GEO,2015,17.24206
Georgia,GEO,2016,17.01733
Georgia,GEO,2017,16.28762
Georgia,GEO,2018,13.40169
Georgia,GEO,2019,12.76575
Georgia,GEO,2020,12.01192
Georgia,GEO,2021,12.62703
Georgia,GEO,2022,11.06122
Lithuania,LTU,1990,199.1567
Lithuania,LTU,1991,221.1721
Lithuania,LTU,1992,108.4748
Lithuania,LTU,1993,101.2634
Lithuania,LTU,1994,99.47672
Lithuania,LTU,1995,75.98262
Lithuania,LTU,1996,75.53622
Lithuania,LTU,1997,69.51363
Lithuania,LTU,1998,85.50832
Lithuania,LTU,1999,63.95712
Lithuania,LTU,2000,39.29387
Lithuania,LTU,2001,42.14547
Lithuania,LTU,2002,37.77381
Lithuania,LTU,2003,24.83094
Lithuania,LTU,2004,25.8002
Lithuania,LTU,2005,27.42086
Lithuania,LTU,2006,25.21731
Lithuania,LTU,2007,21.47244
Lithuania,LTU,2008,19.09385
Lithuania,LTU,2009,18.45614
Lithuania,LTU,2010,17.65774
Lithuania,LTU,2011,18.76354
Lithuania,LTU,2012,16.55737
Lithuania,LTU,2013,14.36547
Lithuania,LTU,2014,12.9789
Lithuania,LTU,2015,14.97961
Lithuania,LTU,2016,14.57646
Lithuania,LTU,2017,12.94299
Lithuania,LTU,2018,12.96305
Lithuania,LTU,2019,11.63329
Lithuania,LTU,2020,11.0143
Lithuania,LTU,2021,11.04572
Lithuania,LTU,2022,11.24116
Canada,CAN,1990,3012.073
Canada,CAN,1991,2797.504
Canada,CAN,1992,2677.089
Canada,CAN,1993,2589.736
Canada,CAN,1994,2378.796
Canada,CAN,1995,2511.171
Canada,CAN,1996,2516.067
Canada,CAN,1997,2462.548
Canada,CAN,1998,2425.74
Canada,CAN,1999,2326.992
Canada,CAN,2000,2331.624
Canada,CAN,2001,2313.136
Canada,CAN,2002,2269.962
Canada,CAN,2003,2199.137
Canada,CAN,2004,2210.26
Canada,CAN,2005,2097.843
Canada,CAN,2006,1896.881
Canada,CAN,2007,1851.848
Canada,CAN,2008,1666.979
Canada,CAN,2009,1403.129
Canada,CAN,2010,1292.885
Canada,CAN,2011,1201.731
Canada,CAN,2012,1188.919
Canada,CAN,2013,1174.126
Canada,CAN,2014,1125.642
Canada,CAN,2015,1061.781
Canada,CAN,2016,1039.786
Canada,CAN,2017,944.9991
Canada,CAN,2018,801.3936
Canada,CAN,2019,710.2714
Canada,CAN,2020,650.2858
Canada,CAN,2021,641.3884
Canada,CAN,2022,651.8976
Latvia,LVA,1990,33.30886
Latvia,LVA,1991,31.72414
Latvia,LVA,1992,24.97087
Latvia,LVA,1993,17.6944
Latvia,LVA,1994,15.96803
Latvia,LVA,1995,15.83975
Latvia,LVA,1996,15.55451
Latvia,LVA,1997,15.26864
Latvia,LVA,1998,14.46249
Latvia,LVA,1999,13.31366
Latvia,LVA,2000,13.47186
Latvia,LVA,2001,15.04934
Latvia,LVA,2002,15.03561
Latvia,LVA,2003,15.18328
Latvia,LVA,2004,14.74174
Latvia,LVA,2005,15.0181
Latvia,LVA,2006,15.17963
Latvia,LVA,2007,15.46747
Latvia,LVA,2008,15.00087
Latvia,LVA,2009,15.53368
Latvia,LVA,2010,15.1911
Latvia,LVA,2011,15.1769
Latvia,LVA,2012,15.9298
Latvia,LVA,2013,16.19343
Latvia,LVA,2014,16.44958
Latvia,LVA,2015,16.08214
Latvia,LVA,2016,16.10169
Latvia,LVA,2017,16.41542
Latvia,LVA,2018,16.10649
Latvia,LVA,2019,16.18806
Latvia,LVA,2020,15.93982
Latvia,LVA,2021,15.59848
Latvia,LVA,2022,14.9384
Switzerland,CHE,1990,68.65374
Switzerland,CHE,1991,67.70985
Switzerland,CHE,1992,67.25521
Switzerland,CHE,1993,66.29565
Switzerland,CHE,1994,65.95003
Switzerland,CHE,1995,65.68523
Switzerland,CHE,1996,64.47301
Switzerland,CHE,1997,62.31431
Switzerland,CHE,1998,62.03885
Switzerland,CHE,1999,61.68664
Switzerland,CHE,2000,62.19384
Switzerland,CHE,2001,62.26005
Switzerland,CHE,2002,61.25381
Switzerland,CHE,2003,60.00592
Switzerland,CHE,2004,59.4777
Switzerland,CHE,2005,60.07518
Switzerland,CHE,2006,60.18098
Switzerland,CHE,2007,60.77642
Switzerland,CHE,2008,60.23269
Switzerland,CHE,2009,58.455
Switzerland,CHE,2010,58.02013
Switzerland,CHE,2011,56.96416
Switzerland,CHE,2012,56.35451
Switzerland,CHE,2013,55.60775
Switzerland,CHE,2014,55.98535
Switzerland,CHE,2015,55.17698
Switzerland,CHE,2016,55.03746
Switzerland,CHE,2017,54.97953
Switzerland,CHE,2018,54.38485
Switzerland,CHE,2019,53.59595
Switzerland,CHE,2020,53.30615
Switzerland,CHE,2021,53.78602
Switzerland,CHE,2022,53.43892
Ireland,IRL,1990,166.2596
Ireland,IRL,1991,168.7679
Ireland,IRL,1992,177.5044
Ireland,IRL,1993,170.1105
Ireland,IRL,1994,170.0155
Ireland,IRL,1995,168.4935
Ireland,IRL,1996,172.2148
Ireland,IRL,1997,166.9846
Ireland,IRL,1998,176.234
Ireland,IRL,1999,177.355
Ireland,IRL,2000,179.0995
Ireland,IRL,2001,177.9646
Ireland,IRL,2002,170.8
Ireland,IRL,2003,169.7082
Ireland,IRL,2004,171.5377
Ireland,IRL,2005,173.1609
Ireland,IRL,2006,168.391
Ireland,IRL,2007,164.4763
Ireland,IRL,2008,149.712
Ireland,IRL,2009,125.329
Ireland,IRL,2010,118.6587
Ireland,IRL,2011,106.6161
Ireland,IRL,2012,108.3277
Ireland,IRL,2013,109.8782
Ireland,IRL,2014,108.5396
Ireland,IRL,2015,111.2881
Ireland,IRL,2016,111.2392
Ireland,IRL,2017,109.0938
Ireland,IRL,2018,110.0648
Ireland,IRL,2019,101.8313
Ireland,IRL,2020,94.8262
Ireland,IRL,2021,98.02844
Ireland,IRL,2022,93.10521
Belgium,BEL,1990,363.656
Belgium,BEL,1991,364.7937
Belgium,BEL,1992,356.0163
Belgium,BEL,1993,331.0244
Belgium,BEL,1994,289.3532
Belgium,BEL,1995,256.8631
Belgium,BEL,1996,246.7614
Belgium,BEL,1997,224.5941
Belgium,BEL,1998,210.978
Belgium,BEL,1999,172.429
Belgium,BEL,2000,169.6497
Belgium,BEL,2001,163.9739
Belgium,BEL,2002,156.1194
Belgium,BEL,2003,151.0967
Belgium,BEL,2004,153.7182
Belgium,BEL,2005,139.2786
Belgium,BEL,2006,133.1867
Belgium,BEL,2007,122.3624
Belgium,BEL,2008,94.35975
Belgium,BEL,2009,73.4303
Belgium,BEL,2010,59.36217
Belgium,BEL,2011,52.44915
Belgium,BEL,2012,46.80566
Belgium,BEL,2013,42.48643
Belgium,BEL,2014,40.35065
Belgium,BEL,2015,40.96441
Belgium,BEL,2016,33.91788
Belgium,BEL,2017,32.33582
Belgium,BEL,2018,31.81563
Belgium,BEL,2019,29.61545
Belgium,BEL,2020,24.02621
Belgium,BEL,2021,23.36022
Belgium,BEL,2022,24.66673
Chile,CHL,2005,379.488
Chile,CHL,2006,383.169
Chile,CHL,2007,396.381
Chile,CHL,2008,424.083
Chile,CHL,2009,425.971
Chile,CHL,2010,431.428
Chile,CHL,2011,436.256
Chile,CHL,2012,434.475
Chile,CHL,2013,428.328
Chile,CHL,2014,295.569
Chile,CHL,2015,140.06
Chile,CHL,2016,145.914
Chile,CHL,2017,145.027
Chile,CHL,2018,107.361
Chile,CHL,2019,100.879
Chile,CHL,2020,138.35
Chile,CHL,2021,142.213
Latvia,LVA,1990,84.60019
Latvia,LVA,1991,80.8031
Latvia,LVA,1992,72.86513
Latvia,LVA,1993,67.07187
Latvia,LVA,1994,62.81342
Latvia,LVA,1995,61.77023
Latvia,LVA,1996,62.04686
Latvia,LVA,1997,58.82583
Latvia,LVA,1998,56.26606
Latvia,LVA,1999,54.03608
Latvia,LVA,2000,52.69394
Latvia,LVA,2001,55.40886
Latvia,LVA,2002,54.36456
Latvia,LVA,2003,53.8519
Latvia,LVA,2004,53.23015
Latvia,LVA,2005,49.57698
Latvia,LVA,2006,49.30645
Latvia,LVA,2007,48.51973
Latvia,LVA,2008,43.63647
Latvia,LVA,2009,42.63651
Latvia,LVA,2010,39.31278
Latvia,LVA,2011,39.64751
Latvia,LVA,2012,39.10544
Latvia,LVA,2013,37.55098
Latvia,LVA,2014,37.52832
Latvia,LVA,2015,34.71205
Latvia,LVA,2016,33.37479
Latvia,LVA,2017,34.09227
Latvia,LVA,2018,38.2525
Latvia,LVA,2019,34.76886
Latvia,LVA,2020,34.27842
Latvia,LVA,2021,35.67202
Latvia,LVA,2022,31.68813
Romania,ROU,1990,320.2918
Romania,ROU,1991,262.4689
Romania,ROU,1992,230.1347
Romania,ROU,1993,226.8401
Romania,ROU,1994,213.0326
Romania,ROU,1995,215.8537
Romania,ROU,1996,215.859
Romania,ROU,1997,201.4465
Romania,ROU,1998,196.1838
Romania,ROU,1999,185.2345
Romania,ROU,2000,175.9556
Romania,ROU,2001,170.02
Romania,ROU,2002,175.9822
Romania,ROU,2003,178.9712
Romania,ROU,2004,187.86
Romania,ROU,2005,193.7968
Romania,ROU,2006,194.7055
Romania,ROU,2007,196.1299
Romania,ROU,2008,194.7339
Romania,ROU,2009,189.1771
Romania,ROU,2010,172.6954
Romania,ROU,2011,172.1405
Romania,ROU,2012,167.5522
Romania,ROU,2013,169.6914
Romania,ROU,2014,165.4227
Romania,ROU,2015,169.4602
Romania,ROU,2016,165.8072
Romania,ROU,2017,163.7074
Romania,ROU,2018,161.6289
Romania,ROU,2019,158.7927
Romania,ROU,2020,155.6297
Romania,ROU,2021,156.8128
Romania,ROU,2022,149.8399
Austria,AUT,1990,73.62851
Austria,AUT,1991,70.65424
Austria,AUT,1992,54.12259
Austria,AUT,1993,52.73965
Austria,AUT,1994,47.24024
Austria,AUT,1995,47.2106
Austria,AUT,1996,43.85818
Austria,AUT,1997,40.2967
Austria,AUT,1998,35.49933
Austria,AUT,1999,33.61548
Austria,AUT,2000,31.43145
Austria,AUT,2001,32.29716
Austria,AUT,2002,31.18357
Austria,AUT,2003,30.95042
Austria,AUT,2004,26.45126
Austria,AUT,2005,25.78473
Austria,AUT,2006,26.55025
Austria,AUT,2007,23.22251
Austria,AUT,2008,20.15583
Austria,AUT,2009,14.63455
Austria,AUT,2010,15.87231
Austria,AUT,2011,15.06413
Austria,AUT,2012,14.68961
Austria,AUT,2013,14.25239
Austria,AUT,2014,14.42088
Austria,AUT,2015,13.99875
Austria,AUT,2016,13.16983
Austria,AUT,2017,12.70451
Austria,AUT,2018,11.49127
Austria,AUT,2019,11.06415
Austria,AUT,2020,10.36555
Austria,AUT,2021,10.82931
Austria,AUT,2022,10.7034
Belgium,BEL,1990,124.9267
Belgium,BEL,1991,122.9102
Belgium,BEL,1992,123.0589
Belgium,BEL,1993,125.3237
Belgium,BEL,1994,125.4414
Belgium,BEL,1995,128.6462
Belgium,BEL,1996,130.0259
Belgium,BEL,1997,129.6978
Belgium,BEL,1998,130.523
Belgium,BEL,1999,131.9358
Belgium,BEL,2000,95.05518
Belgium,BEL,2001,93.26871
Belgium,BEL,2002,90.5602
Belgium,BEL,2003,86.40838
Belgium,BEL,2004,80.89277
Belgium,BEL,2005,78.94387
Belgium,BEL,2006,78.53016
Belgium,BEL,2007,76.78802
Belgium,BEL,2008,74.14513
Belgium,BEL,2009,74.01157
Belgium,BEL,2010,74.42846
Belgium,BEL,2011,73.33733
Belgium,BEL,2012,73.41512
Belgium,BEL,2013,72.56901
Belgium,BEL,2014,71.20209
Belgium,BEL,2015,71.02627
Belgium,BEL,2016,71.19
Belgium,BEL,2017,69.38215
Belgium,BEL,2018,69.06905
Belgium,BEL,2019,68.0671
Belgium,BEL,2020,67.62679
Belgium,BEL,2021,66.85664
Belgium,BEL,2022,64.28053
Australia,AUS,1990,1620.449
Australia,AUS,1991,1595.414
Australia,AUS,1992,1641.269
Australia,AUS,1993,1684.129
Australia,AUS,1994,1686.576
Australia,AUS,1995,1693.054
Australia,AUS,1996,1744.617
Australia,AUS,1997,1797.989
Australia,AUS,1998,1834.893
Australia,AUS,1999,1874.027
Australia,AUS,2000,1881.237
Australia,AUS,2001,1969.75
Australia,AUS,2002,2056.914
Australia,AUS,2003,2121.504
Australia,AUS,2004,2174.421
Australia,AUS,2005,2194.272
Australia,AUS,2006,2204.724
Australia,AUS,2007,2213.76
Australia,AUS,2008,2266.186
Australia,AUS,2009,2251.217
Australia,AUS,2010,2341.224
Australia,AUS,2011,2292.039
Australia,AUS,2012,2439.386
Australia,AUS,2013,2511.495
Australia,AUS,2014,2527.429
Australia,AUS,2015,2545.259
Australia,AUS,2016,2612.503
Australia,AUS,2017,2687.782
Australia,AUS,2018,2769.986
Australia,AUS,2019,2729.715
Australia,AUS,2020,2975.848
Australia,AUS,2021,2800.466
Italy,ITA,1990,529.4985
Italy,ITA,1991,538.4295
Italy,ITA,1992,529.0212
Italy,ITA,1993,536.9129
Italy,ITA,1994,522.8969
Italy,ITA,1995,514.7756
Italy,ITA,1996,507.6618
Italy,ITA,1997,522.7635
Italy,ITA,1998,519.064
Italy,ITA,1999,525.4885
Italy,ITA,2000,517.1494
Italy,ITA,2001,517.673
Italy,ITA,2002,506.9498
Italy,ITA,2003,505.827
Italy,ITA,2004,502.2576
Italy,ITA,2005,481.0329
Italy,ITA,2006,476.3246
Italy,ITA,2007,475.1998
Italy,ITA,2008,458.1504
Italy,ITA,2009,437.9912
Italy,ITA,2010,424.5299
Italy,ITA,2011,422.9172
Italy,ITA,2012,439.5317
Italy,ITA,2013,415.9976
Italy,ITA,2014,400.6894
Italy,ITA,2015,402.5644
Italy,ITA,2016,423.4125
Italy,ITA,2017,405.4984
Italy,ITA,2018,391.5868
Italy,ITA,2019,387.4178
Italy,ITA,2020,405.4693
Italy,ITA,2021,392.6917
Italy,ITA,2022,350.8171
Denmark,DNK,1990,35.07822
Denmark,DNK,1991,36.54374
Denmark,DNK,1992,35.51449
Denmark,DNK,1993,35.46891
Denmark,DNK,1994,34.91642
Denmark,DNK,1995,35.08125
Denmark,DNK,1996,34.84591
Denmark,DNK,1997,34.08427
Denmark,DNK,1998,32.07437
Denmark,DNK,1999,31.56947
Denmark,DNK,2000,32.60798
Denmark,DNK,2001,32.39324
Denmark,DNK,2002,31.46676
Denmark,DNK,2003,31.67453
Denmark,DNK,2004,32.07725
Denmark,DNK,2005,32.74826
Denmark,DNK,2006,33.11725
Denmark,DNK,2007,35.03405
Denmark,DNK,2008,37.87603
Denmark,DNK,2009,32.10283
Denmark,DNK,2010,32.66253
Denmark,DNK,2011,30.33001
Denmark,DNK,2012,29.08583
Denmark,DNK,2013,28.80855
Denmark,DNK,2014,28.04123
Denmark,DNK,2015,27.44046
Denmark,DNK,2016,27.2158
Denmark,DNK,2017,26.88425
Denmark,DNK,2018,25.95416
Denmark,DNK,2019,23.40919
Denmark,DNK,2020,22.42254
Denmark,DNK,2021,22.43723
Denmark,DNK,2022,21.4203
Latvia,LVA,1990,100.4469
Latvia,LVA,1991,81.64728
Latvia,LVA,1992,69.79727
Latvia,LVA,1993,65.73996
Latvia,LVA,1994,66.70779
Latvia,LVA,1995,49.38879
Latvia,LVA,1996,55.67371
Latvia,LVA,1997,43.96474
Latvia,LVA,1998,39.84406
Latvia,LVA,1999,32.21559
Latvia,LVA,2000,17.75946
Latvia,LVA,2001,14.31424
Latvia,LVA,2002,13.01127
Latvia,LVA,2003,11.35852
Latvia,LVA,2004,9.295829
Latvia,LVA,2005,8.745117
Latvia,LVA,2006,8.402281
Latvia,LVA,2007,8.131873
Latvia,LVA,2008,6.585662
Latvia,LVA,2009,6.626874
Latvia,LVA,2010,4.320442
Latvia,LVA,2011,4.277041
Latvia,LVA,2012,4.419836
Latvia,LVA,2013,3.909816
Latvia,LVA,2014,3.873088
Latvia,LVA,2015,3.564841
Latvia,LVA,2016,3.43185
Latvia,LVA,2017,3.595397
Latvia,LVA,2018,3.836087
Latvia,LVA,2019,3.678676
Latvia,LVA,2020,3.511036
Latvia,LVA,2021,3.635242
Latvia,LVA,2022,3.756403
Serbia,SRB,1990,182.8103
Serbia,SRB,1991,167.5549
Serbia,SRB,1992,156.9456
Serbia,SRB,1993,130.1962
Serbia,SRB,1994,136.9053
Serbia,SRB,1995,151.6882
Serbia,SRB,1996,158.5178
Serbia,SRB,1997,168.6426
Serbia,SRB,1998,168.4001
Serbia,SRB,1999,132.1217
Serbia,SRB,2000,146.4831
Serbia,SRB,2001,151.3678
Serbia,SRB,2002,161.4833
Serbia,SRB,2003,164.6481
Serbia,SRB,2004,179.5123
Serbia,SRB,2005,165.0363
Serbia,SRB,2006,166.5759
Serbia,SRB,2007,173.0472
Serbia,SRB,2008,170.1834
Serbia,SRB,2009,160.6797
Serbia,SRB,2010,147.2683
Serbia,SRB,2011,161.2374
Serbia,SRB,2012,151.7903
Serbia,SRB,2013,152.0509
Serbia,SRB,2014,125.0928
Serbia,SRB,2015,144.5524
Serbia,SRB,2016,185.3877
Serbia,SRB,2017,184.007
Serbia,SRB,2018,172.3198
Serbia,SRB,2019,168.2227
Serbia,SRB,2020,175.9191
Serbia,SRB,2021,173.7767
Serbia,SRB,2022,184.3225
Finland,FIN,1990,74.08947
Finland,FIN,1991,67.36618
Finland,FIN,1992,61.08531
Finland,FIN,1993,56.46238
Finland,FIN,1994,55.78114
Finland,FIN,1995,51.08565
Finland,FIN,1996,49.69985
Finland,FIN,1997,49.21042
Finland,FIN,1998,45.37561
Finland,FIN,1999,45.74712
Finland,FIN,2000,42.59211
Finland,FIN,2001,43.67093
Finland,FIN,2002,44.23595
Finland,FIN,2003,45.07491
Finland,FIN,2004,43.87357
Finland,FIN,2005,42.22955
Finland,FIN,2006,43.07494
Finland,FIN,2007,40.8966
Finland,FIN,2008,38.47628
Finland,FIN,2009,37.17303
Finland,FIN,2010,38.41739
Finland,FIN,2011,35.625
Finland,FIN,2012,34.28776
Finland,FIN,2013,34.16199
Finland,FIN,2014,33.64762
Finland,FIN,2015,31.10785
Finland,FIN,2016,32.03011
Finland,FIN,2017,30.60759
Finland,FIN,2018,30.72689
Finland,FIN,2019,29.63591
Finland,FIN,2020,26.61247
Finland,FIN,2021,27.34188
Finland,FIN,2022,26.77333
Canada,CAN,1990,6709.192
Canada,CAN,1991,6517.742
Canada,CAN,1992,6481.429
Canada,CAN,1993,6545.984
Canada,CAN,1994,6760.092
Canada,CAN,1995,6791.159
Canada,CAN,1996,6768.418
Canada,CAN,1997,6971.663
Canada,CAN,1998,6953.633
Canada,CAN,1999,6965.429
Canada,CAN,2000,6917.378
Canada,CAN,2001,7050.013
Canada,CAN,2002,6836.297
Canada,CAN,2003,6846.781
Canada,CAN,2004,6795.19
Canada,CAN,2005,6854.859
Canada,CAN,2006,6729
Canada,CAN,2007,6926.993
Canada,CAN,2008,7084.919
Canada,CAN,2009,6984.907
Canada,CAN,2010,7174.312
Canada,CAN,2011,7267.351
Canada,CAN,2012,7582.647
Canada,CAN,2013,7790.013
Canada,CAN,2014,7808.843
Canada,CAN,2015,7683.898
Canada,CAN,2016,7475.974
Canada,CAN,2017,7661.171
Canada,CAN,2018,7934.402
Canada,CAN,2019,8156.169
Canada,CAN,2020,7346.569
Canada,CAN,2021,7488.085
Canada,CAN,2022,7554.499
Türkiye,TUR,1990,727.7596
Türkiye,TUR,1991,757.1088
Türkiye,TUR,1992,767.5546
Türkiye,TUR,1993,776.3173
Türkiye,TUR,1994,1353.002
Türkiye,TUR,1995,1316.785
Türkiye,TUR,1996,1382.982
Türkiye,TUR,1997,1478.624
Türkiye,TUR,1998,1570.6
Türkiye,TUR,1999,1015.944
Türkiye,TUR,2000,1447.844
Türkiye,TUR,2001,1479.346
Türkiye,TUR,2002,1297.955
Türkiye,TUR,2003,1088.212
Türkiye,TUR,2004,1034.984
Türkiye,TUR,2005,968.9145
Türkiye,TUR,2006,949.0793
Türkiye,TUR,2007,988.653
Türkiye,TUR,2008,1087.745
Türkiye,TUR,2009,1095.812
Türkiye,TUR,2010,1104.141
Türkiye,TUR,2011,1073.618
Türkiye,TUR,2012,1100.944
Türkiye,TUR,2013,1083.169
Türkiye,TUR,2014,1088.588
Türkiye,TUR,2015,1094.722
Türkiye,TUR,2016,1105.183
Türkiye,TUR,2017,1132.108
Türkiye,TUR,2018,1108.812
Türkiye,TUR,2019,1136.714
Türkiye,TUR,2020,1176.832
Türkiye,TUR,2021,1173.819
Türkiye,TUR,2022,1142.029
Slovenia,SVN,1990,291.1718
Slovenia,SVN,1991,276.5746
Slovenia,SVN,1992,272.76
Slovenia,SVN,1993,287.5583
Slovenia,SVN,1994,280.4562
Slovenia,SVN,1995,280.8047
Slovenia,SVN,1996,289.8812
Slovenia,SVN,1997,265.707
Slovenia,SVN,1998,233.6592
Slovenia,SVN,1999,216.3098
Slovenia,SVN,2000,204.3914
Slovenia,SVN,2001,215.5297
Slovenia,SVN,2002,183.2099
Slovenia,SVN,2003,184.7897
Slovenia,SVN,2004,171.832
Slovenia,SVN,2005,181.9397
Slovenia,SVN,2006,160.7107
Slovenia,SVN,2007,166.3215
Slovenia,SVN,2008,158.2119
Slovenia,SVN,2009,142.0569
Slovenia,SVN,2010,142.5549
Slovenia,SVN,2011,139.3936
Slovenia,SVN,2012,133.2997
Slovenia,SVN,2013,132.79
Slovenia,SVN,2014,113.6796
Slovenia,SVN,2015,121.1744
Slovenia,SVN,2016,120.254
Slovenia,SVN,2017,114.9661
Slovenia,SVN,2018,100.0908
Slovenia,SVN,2019,96.03842
Slovenia,SVN,2020,88.56733
