Year,NOC,Total Athletes,Medal Count,Average Age (M),Average Height (M),Average Weight (M),Average Age (F),Average Height (F),Average Weight (F),Country Name,Armed forces personnel (% of total labor force),"Compulsory education, duration (years)",Control of Corruption: Percentile Rank,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),Government Effectiveness: Percentile Rank,"Government expenditure on education, total (% of GDP)","International tourism, expenditures (current US$)",Military expenditure (% of GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Political Stability and Absence of Violence/Terrorism: Percentile Rank,Population growth (annual %),"Population, total",Rule of Law: Percentile Rank,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
2008,TUN,26,1.0,25.0,181.0625,75.41176470588235,21.83333333333333,166.5,60.333333333333336,Tunisia,1.28707789878098,9.0,53.3980598449707,5.1644063,227.52876282,40.426,44859439902.2191,4.23778147502819,4200.17264387775,3.2619534070399,64.0776672363281,6.27157020568848,555000000.0,1.29062492574542,,48.0769233703613,0.940565309661396,10680380.0,56.730770111084,,12.444
2008,TUR,67,7.0,26.04,177.52,78.62,24.666666666666668,165.57142857142858,54.71428571428572,Turkiye,2.5788439467486,8.0,61.1650466918945,5.22,564.0,41.705,770449132861.373,0.815024573007705,10843.5036940489,-0.452853692268519,63.1067962646484,3.3205578327179,4509000000.0,2.199273923442,,18.75,1.26560336535681,71051678.0,55.288459777832,,10.965
2008,TUV,3,0.0,20.0,163.0,69.0,16.0,,46.0,Tuvalu,,8.0,51.4563102722168,10.1193676,314.00231934,,31874434.857882,6.66666666666667,3103.04077666296,5.38940809968847,34.4660186767578,,8399999.61853027,,,98.0769195556641,1.20465684809241,10272.0,82.6923065185547,,
2008,UAE,8,0.0,28.571428571428573,173.85714285714286,72.57142857142857,25.0,160.0,56.5,,,,,,,,,,,,,,,,,,,,,,
2008,UGA,11,0.0,23.0,174.88888888888889,58.66666666666666,26.0,164.0,60.0,Uganda,0.44244267896218,7.0,20.8737869262695,5.45476198,40.08214951,67.882,14440404132.2047,8.70875190154499,473.302833431521,5.57304428081009,32.0388336181641,,315000000.0,1.34734497189712,,17.7884616851807,2.92692289648893,30509862.0,43.269229888916,,3.049
2008,UKR,247,31.0,26.801242236024844,182.06211180124225,79.92546583850931,23.002057613168727,170.31687242798353,58.74382716049382,Ukraine,0.961806227359808,11.0,19.9029121398926,5.5,216.0,52.669,188110390659.515,2.24349159628288,4066.53173828125,2.79864234957681,22.8155345916748,6.15242004394531,4585000000.0,2.30274114399407,,45.6730766296387,-0.541496740974727,46258189.0,27.4038467407227,,6.363
2008,URU,12,0.0,25.4,180.9,76.9,25.0,168.66666666666666,61.0,,,,,,,,,,,,,,,,,,,,,,
2008,USA,595,317.0,31.763530927835053,186.23840206185568,82.70980971128608,33.97359550561798,173.43595505617978,63.6056179775281,United States,0.979356101853391,12.0,91.7475738525391,15.20718479,7347.45458984,61.005,14769862000000.0,0.113587248258867,48570.0594269601,-0.828888121072325,92.2330093383789,6.44000005722046,119135000000.0,4.44659552156261,,66.8269195556641,0.945865287282592,304093966.0,92.3076934814453,,5.784
2008,UZB,56,6.0,23.857142857142858,178.42857142857142,75.79591836734694,22.05,168.0,60.0,Uzbekistan,0.783569890381274,11.0,14.5631065368652,4.7,61.0,55.433,29549438883.8338,9.02916101784777,1082.28602501699,7.29286000804071,18.9320392608643,,,,,13.4615383148193,1.60532736295221,27302800.0,10.0961542129517,,4.89
2008,VAN,3,0.0,26.0,172.0,74.0,18.5,165.5,65.0,,,,,,,,,,,,,,,,,,,,,,
2008,VEN,108,1.0,25.22058823529412,180.1764705882353,76.03676470588235,23.48275862068965,168.40350877192984,62.35087719298246,"Venezuela, RB",0.923465804101425,14.0,11.1650485992432,,,60.272,315953388510.678,5.27785412398782,11310.7781703527,3.73739782559073,11.6504850387573,,2745000000.0,1.79355285179574,,11.5384616851807,1.47403998165424,27933833.0,1.92307686805725,,6.245
2008,VIE,13,1.0,30.75,170.125,65.625,20.5,155.0,51.1,,,,,,,,,,,,,,,,,,,,,,
2008,VIN,2,0.0,26.0,,,22.0,178.0,65.0,,,,,,,,,,,,,,,,,,,,,,
2008,YEM,5,0.0,21.857142857142858,166.33333333333334,56.833333333333336,18.0,160.0,48.0,"Yemen, Rep.",2.66851064619726,9.0,22.3300971984863,5.76191616,66.46580505,35.098,26910855807.288,3.64756947012633,1153.5364221845,0.593252192228391,19.4174766540527,5.15143013000488,246000000.0,4.44582949823727,,2.88461542129517,2.99112094190605,23329004.0,16.8269233703613,,12.647
2008,ZAM,8,0.0,21.666666666666668,170.4,64.0,22.5,164.5,59.0,,,,,,,,,,,,,,,,,,,,,,
2008,ZIM,13,4.0,26.5,172.5,68.33333333333333,25.625,171.5,60.25,,,,,,,,,,,,,,,,,,,,,,
2010,ALB,1,0.0,23.0,180.0,74.0,,,,Albania,1.16042513506813,8.0,37.1428565979004,6.23667669,255.31819153,47.422,11926926615.8015,3.70693815255319,4094.34968570481,4.22308382721044,44.0191383361816,3.41307497024536,1452000000.0,1.55859189302349,100.0,38.3886260986328,-0.49646196338738,2913021.0,42.6540298461914,,14.086
2010,ALG,1,0.0,17.0,170.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010,AND,6,0.0,25.384615384615383,182.23076923076923,76.07692307692308,20.142857142857142,164.85714285714286,62.85714285714285,Andorra,,10.0,88.0952377319336,7.67537737,3698.80834961,,3449925738.86069,-1.97495799965345,48237.8911738235,1.2226877027027,89.9521560668945,2.97662997245789,,,99.9566358235583,93.8388595581055,-3.20999418688968,71519.0,86.7298583984375,,
2010,ARG,7,0.0,31.625,179.0,80.25,24.83333333333333,167.83333333333334,60.333333333333336,Argentina,0.571542288295593,13.0,44.761905670166,9.44546413,980.1362915,55.549,423627422092.49,10.1253981561002,10385.9644319555,9.84429639847724,51.6746406555176,5.01971006393433,6448000000.0,0.814878105497939,99.4476413232427,42.6540298461914,0.255582398485167,40788453.0,32.7014236450195,,7.714
2010,ARM,4,0.0,20.33333333333333,179.33333333333334,74.33333333333333,20.666666666666668,162.0,63.66666666666666,Armenia,3.81258410919777,10.0,27.619047164917,9.24,290.0,54.575,9260285755.62424,2.2000000002151,3143.0294799683,2.82448188304339,48.8038291931152,3.24900007247925,641000000.0,4.26564605593771,100.0,49.7630348205566,-0.609179750926293,2946293.0,37.9146919250488,,11.279
2010,AUS,40,3.0,29.53968253968254,182.07936507936503,93.24603174603176,25.82608695652174,165.91304347826087,60.91304347826087,Australia,0.484810535799141,11.0,95.2380981445313,8.42025661,4975.47070313,62.002,1148890200292.42,2.22653807797504,52147.0241942843,0.648500068252503,94.7368392944336,5.53811979293823,27851000000.0,1.85292825768668,32.9709729750069,78.1990509033203,1.55570626204128,22031750.0,94.7867279052734,,5.214
2010,AUT,78,26.0,30.873493975903614,183.2530120481928,85.32730923694778,25.5609756097561,166.17073170731706,60.609756097560975,Austria,0.599752163908974,9.0,91.9047622680664,10.22,4801.0,57.348,392275107258.667,1.83709367680054,46903.7615854343,1.59257712849987,97.1291885375977,5.70047998428345,,0.821232711530621,98.4515418523421,89.0995254516602,0.240394299500766,8363404.0,96.6824645996094,,4.883
2010,AZE,2,0.0,35.0,189.0,80.0,31.0,167.0,60.0,Azerbaijan,1.95398058562663,9.0,6.66666650772095,2.65,152.0,57.438,52909294791.9262,5.04894451349574,5843.5337683582,3.80649102062563,24.4019145965576,2.78062009811401,856000000.0,2.79100435652891,100.0,36.4928894042969,1.18978770786007,9054332.0,21.3270149230957,,5.63
2010,BEL,8,0.0,28.666666666666668,180.0,76.16666666666667,25.5,172.75,69.25,Belgium,0.730206959401956,12.0,90.0,10.20229435,4531.03369141,49.588,481420882905.001,2.86429270764155,44184.946353964,1.928764195703,93.3014373779297,6.44259023666382,20884000000.0,1.09048821653131,99.4955888679424,74.407585144043,0.913639391631709,10895586.0,90.0473937988281,,8.293
2010,BER,1,0.0,28.0,193.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010,BIH,5,0.0,19.33333333333333,184.3333333333333,78.66666666666667,20.571428571428573,168.0,59.285714285714285,Bosnia and Herzegovina,0.722349818917411,9.0,46.1904754638672,9.02,406.0,33.219,17176315803.7298,0.865669260237084,4506.93235205533,2.62997048976155,26.7942581176758,,247000000.0,1.28034140905172,100.0,24.6445503234863,-1.7340375845377,3811088.0,44.0758285522461,,27.312
2010,BLR,47,3.0,28.867924528301888,181.2830188679245,79.86792452830188,25.88095238095238,167.11904761904762,59.142857142857146,Belarus,3.59534715617945,9.0,30.9523811340332,5.66,333.0,59.246,57231904542.8755,7.79826683524436,6034.67885177216,8.03408814658195,9.56937789916992,5.22003984451294,748000000.0,1.3413834329232,100.0,42.1800956726074,-0.218522755959381,9483836.0,14.2180099487305,,6.054
2010,BRA,5,0.0,24.33333333333333,180.0,83.66666666666667,25.25,164.75,55.5,Brazil,0.748137405456794,8.0,60.476188659668,7.94516611,893.77508545,59.109,2208837745214.23,7.52822581815364,11249.2918904352,6.52281617922927,53.5885162353516,5.64879989624023,18883000000.0,1.53940698112515,90.9381232942568,45.971565246582,0.93941802248079,196353492.0,55.4502372741699,,8.424
2010,BUL,19,0.0,25.423076923076923,176.46153846153845,72.11538461538461,26.866666666666667,165.86666666666667,59.73333333333333,,,,,,,,,,,,,,,,,,,,,,
2010,CAN,201,90.0,27.32837095790116,181.37356111450072,88.58936343298758,25.711538461538463,166.7025641025641,63.297435897435896,Canada,0.346044526713268,10.0,96.1904754638672,10.67611408,5083.98193359,61.437,1617343367486.26,3.09080637403602,47560.6666009406,1.95144747592553,95.6937789916992,5.356369972229,37225000000.0,1.19433833839121,13.6672176250704,81.0426559448242,1.11135202971694,34005902.0,96.2085342407227,,8.178
2010,CAY,1,0.0,22.0,180.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010,CHI,3,0.0,24.2,179.6,81.2,19.0,171.0,65.0,Channel Islands,,,,,,55.813,,,,,,,,,,,0.77530181672538,156933.0,,,6.97
2010,CHN,86,19.0,28.5,178.59146341463415,73.64024390243902,27.090625,163.140625,49.546875,China,0.380462381086386,9.0,33.8095245361328,4.23068333,189.34370422,67.746,6087191746679.49,10.6358710644913,4550.47394356715,10.1028326225249,58.8516731262207,3.75464248657227,,1.73351986212832,99.9999974253327,25.5924167633057,0.482959688678361,1337705000.0,38.8625602722168,,4.53
2010,COL,1,0.0,,,,26.0,161.0,52.0,Colombia,2.01691913534158,10.0,41.4285697937012,7.07130146,452.0512085,59.601,286498534094.963,4.49465897070922,6392.75802564031,3.32373450571197,50.2392349243164,4.83382987976074,3228000000.0,3.63691504613462,99.8760372413248,8.53080558776855,1.12688471543895,44816108.0,46.9194297790527,,11.153
2010,CRO,19,3.0,25.88888888888889,181.5555555555556,85.48148148148148,22.4,167.1,62.3,,,,,,,,,,,,,,,,,,,,,,
2010,CYP,2,0.0,21.0,176.0,75.0,19.0,160.0,56.0,Cyprus,2.11243103533973,10.0,80.0,6.5,2045.0,60.248,25799940416.2212,2.28354499702917,31105.02734375,-0.618672945826162,91.3875579833984,6.52559995651245,1320000000.0,1.85292455056688,100.0,61.6113739013672,1.67026099599159,1129686.0,87.2037887573242,,6.36
2010,CZE,92,9.0,29.866071428571427,183.3422619047619,89.60119047619048,24.192307692307693,167.6153846153846,57.84615384615385,Czechia,0.544330251066388,9.0,69.0476226806641,7.58647251,1516.04858398,54.186,209069940963.177,2.43490215904518,19960.0684872157,2.13688048446924,77.0334930419922,4.03350019454956,4354000000.0,1.19477218141337,99.9684096538509,82.9383850097656,0.29136167418042,10474410.0,79.620849609375,,7.281
2010,DEN,17,0.0,33.53846153846154,181.46153846153845,78.0,26.2,168.3,66.8,,,,,,,,,,,,,,,,,,,,,,
2010,ESP,18,0.0,24.6,177.7,73.95,23.73333333333333,166.46666666666667,57.13333333333333,Spain,0.950583142233115,10.0,83.8095245361328,9.11891174,2789.63720703,47.518,1422108199783.34,0.162919517758226,30532.4805081656,-0.297178903863639,78.4689025878906,4.85608005523682,,1.3873781239833,72.1511076627807,33.6492881774902,0.460408305051304,46576897.0,85.7819900512695,,19.86
2010,EST,30,1.0,27.216216216216218,184.32432432432432,76.21621621621621,24.444444444444443,163.85185185185185,55.37037037037037,Estonia,0.843595860365079,9.0,80.476188659668,6.59433842,966.19024658,50.302,19523477325.6235,2.44426511799784,14663.0446126465,2.67816403908816,82.2966537475586,5.51778984069824,,1.70042562190944,6.47601161388065,67.7725143432617,-0.22805796852935,1331475.0,85.3080596923828,,16.707
2010,ETH,1,0.0,35.0,177.0,65.0,,,,Ethiopia,0.345341724269708,8.0,28.0952377319336,5.46637249,16.40672684,79.672,29933790334.3418,12.5505383459308,335.438495270931,9.4198734285809,38.7559814453125,4.49659013748169,,1.15394252706819,100.0,5.68720388412476,2.82098186260834,89237791.0,25.5924167633057,,2.299
2010,FIN,91,47.0,27.193548387096776,180.09677419354838,75.47849462365592,25.9811320754717,167.24528301886792,61.528301886792455,Finland,0.932538015626313,9.0,98.0952377319336,9.14,4252.0,54.822,249424310816.667,3.18595865407703,46505.3031791811,2.71496673450685,99.5215301513672,6.50444984436035,5268000000.0,1.49175815960034,0.735149620011244,97.1563949584961,0.457494535465831,5363352.0,100.0,,8.394
2010,FRA,104,14.0,28.95392953929539,180.52845528455285,73.97560975609757,27.666666666666668,164.65217391304347,52.91304347826088,France,1.14429500175241,10.0,90.9523773193359,11.22560215,4592.38330078,51.03,2645187882116.67,1.94943762312663,40676.0647913181,1.44824526229692,88.9952163696289,5.6399998664856,46695000000.0,1.96941935275241,99.4790077683923,68.7203826904297,0.492821125690305,65030575.0,90.5213241577148,,9.279
2010,GBR,60,1.0,26.717803030303028,179.6931818181818,79.53598484848484,26.114583333333336,169.46875,67.78713768115942,United Kingdom,0.539828113045752,11.0,92.3809509277344,9.92673969,3956.38891602,57.493,2485482596184.71,2.23868863381415,39598.957119545,1.44038415806527,92.8229675292969,5.68736982345581,,2.56799960467203,87.5024347222583,60.1895751953125,0.783888646646516,62766365.0,95.7345962524414,,7.787
2010,GEO,6,0.0,19.2,177.2,75.8,16.75,165.25,52.75,Georgia,1.60508109491781,9.0,57.6190490722656,9.07,290.0,52.261,12426907967.1578,6.24640865303363,3281.72930937343,7.02428366897674,65.0717697143555,2.80364799499512,329000000.0,3.70963239057219,100.0,24.1706161499023,-0.729475256932528,3786695.0,48.8151664733887,,20.203
2010,GER,149,54.0,29.05128205128205,184.625,91.71880341880342,27.42139175257732,171.53049828178695,69.27749140893471,,,,,,,,,,,,,,,,,,,,,,
2010,GHA,1,0.0,35.0,180.0,85.0,,,,Ghana,0.140127345923881,11.0,58.0952377319336,4.22398996,71.6121521,67.28,32197655566.5347,7.89971194051621,1258.96419689048,5.26723802894486,52.6315803527832,5.54059982299805,882000000.0,0.282687655236928,100.0,46.9194297790527,2.46999616717291,25574719.0,54.028434753418,,5.384
2010,GRE,7,0.0,33.285714285714285,178.85714285714286,80.71428571428571,19.8,166.8,58.8,,,,,,,,,,,,,,,,,,,,,,
2010,HKG,1,0.0,,,,27.0,175.0,54.0,"Hong Kong SAR, China",,9.0,94.7619018554688,,,57.01,228638668727.291,6.76766257042567,32550.136489179,5.9863838687771,93.7799072265625,3.51003003120422,17357000000.0,,,80.568717956543,0.734446396338105,7024200.0,90.9952621459961,,4.329
2010,HUN,15,0.0,25.90909090909091,182.27272727272728,79.9090909090909,22.666666666666668,170.0,63.523809523809526,Hungary,0.804577299740229,13.0,65.7142868041992,7.45,983.0,44.761,132175349953.713,1.0762540427767,13217.5045951108,1.30495875677843,71.7703323364258,4.72375011444092,2897000000.0,1.02199035673629,100.0,69.1943130493164,-0.226013875689698,10000023.0,72.0379180908203,,11.172
2010,IND,3,0.0,25.666666666666668,176.0,76.66666666666667,,,,India,0.560248978056011,8.0,39.0476188659668,3.27,45.0,50.187,1675615519484.96,8.49758470221235,1350.63447029137,7.01317458100183,56.9377975463867,3.377690076828,,2.88946327164641,100.0,11.3744077682495,1.37759581159767,1240613620.0,53.554500579834,,8.318
2010,IRI,4,0.0,22.8,177.8,69.2,21.0,168.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2010,IRL,6,0.0,29.33333333333333,175.66666666666666,74.0,24.75,176.5,68.25,Ireland,0.464421783779248,10.0,92.8571395874023,10.52404499,5133.45507813,53.504,221913560882.367,1.68297202204354,48663.6004439251,1.1304241269158,87.0813369750977,6.05033016204834,7176000000.0,0.574760721661621,49.3392349914634,84.8341217041016,0.544884384079014,4560155.0,95.2606658935547,,14.534
2010,ISL,4,0.0,25.0,181.4,86.4,19.0,174.0,69.0,Iceland,0.0690134788632949,10.0,94.2857131958008,8.36,3612.0,69.231,13751161917.7398,-2.83277491540855,43237.0729488958,-2.6928477076311,92.3444976806641,6.9442400932312,,,16.8128143430919,85.3080596923828,-0.143903000294037,318041.0,93.3649291992188,,7.564
2010,ISR,3,0.0,29.33333333333333,180.66666666666663,77.33333333333333,22.0,160.0,55.0,Israel,5.29914392480643,13.0,73.8095245361328,6.89,2240.0,57.896,238364092298.023,5.66851511790733,31266.6053174383,3.7557370227461,88.0382766723633,5.43390989303589,4683000000.0,5.93634502858407,100.0,10.4265403747559,1.82675240987847,7623600.0,79.1469192504883,,8.48
2010,ITA,111,5.0,30.262711864406786,179.24124293785312,81.2316384180791,25.987179487179485,164.52564102564102,55.70940170940171,Italy,1.46406546247991,12.0,64.2857131958008,8.92,3218.0,44.17,2136099955236.67,1.71329583916922,36035.6449950691,1.40091534299962,67.464111328125,4.33411979675293,,1.50049457592519,98.1121664773954,62.5592422485352,0.30759122234095,59277417.0,63.9810409545898,,8.363
2010,JAM,1,0.0,23.0,175.0,95.0,,,,Jamaica,0.233238554415461,6.0,48.0952377319336,5.2951932,256.0642395,55.858,13220549908.2494,-1.45714720947502,4835.79108651148,-1.87148268267046,63.1578941345215,6.37060022354126,235000000.0,0.874179484221201,100.0,30.8056869506836,0.421348654823536,2733896.0,40.7582931518555,,7.63
2010,JPN,91,7.0,26.28395061728395,172.7530864197531,67.65432098765432,25.166666666666668,162.33333333333334,56.083333333333336,Japan,0.393138242759536,9.0,91.4285736083984,9.06,4074.0,56.541,5759071769013.11,4.09791791930137,44968.1562349739,4.07922304843274,90.9090881347656,3.59951996803284,39306000000.0,0.94903256103587,92.5888312183221,77.7251205444336,0.0179605415195644,128070000.0,88.1516571044922,,5.103
2010,KAZ,37,1.0,23.134615384615383,179.32692307692307,73.6923076923077,25.875,167.5,58.8125,Kazakhstan,0.922564412759673,9.0,16.6666660308838,2.74,244.0,66.831,148047348240.643,7.30000000329814,9070.48825285747,5.79422511419499,37.7990417480469,3.46225738525391,1489000000.0,1.01441556484772,97.2109484001743,63.9810409545898,1.41327147745347,16321872.0,29.3838863372803,,5.77
2010,KGZ,2,0.0,26.0,182.0,75.0,28.0,172.0,65.0,Kyrgyz Republic,0.762305345890446,9.0,10.4761905670166,6.95,61.0,68.824,4794361863.01353,-0.471566596791618,880.038521818228,-1.65175287000649,30.1435413360596,5.81883001327515,275000000.0,1.6110185266278,100.0,15.1658763885498,1.19286442880631,5447900.0,8.53080558776855,,2.856
2010,KOR,45,18.0,23.83673469387756,174.6326530612245,69.04081632653062,20.62857142857143,163.17142857142858,53.457142857142856,"Korea, Rep.",2.59443926102974,9.0,70.0,5.81980991,1363.56091309,59.323,1143672241149.72,6.80482491783671,23079.2601257735,6.27401988865388,82.7751159667969,4.44000005722046,20788000000.0,2.46271920274076,100.0,54.9763031005859,0.49822508440111,49554112.0,82.4644546508789,,3.324
2010,LAT,53,3.0,24.274853801169588,177.6783625730994,83.0,23.95,165.7,59.75,,,,,,,,,,,,,,,,,,,,,,
2010,LIB,3,0.0,16.0,168.0,60.0,23.25,169.0,59.0,,,,,,,,,,,,,,,,,,,,,,
2010,LIE,4,0.0,33.5,187.5,94.0,25.0,167.0,60.0,Liechtenstein,,9.0,93.8095245361328,,,,5082337238.44718,,141466.827324144,,96.172248840332,,,,,99.5260696411133,0.701110398374398,35926.0,91.4691925048828,,
2010,LTU,6,0.0,23.0,182.0,76.25,25.0,165.6,53.6,Lithuania,1.7009140728401,10.0,68.5714263916016,6.81,805.0,46.259,37128694028.243,1.65124065328366,11987.508411647,3.80531559028894,73.684211730957,5.29786014556885,,0.878659092050565,99.9370387677268,70.6161117553711,-2.09694341985475,3097282.0,72.9857788085938,,17.814
2010,MAR,1,0.0,32.0,188.0,90.0,,,,Morocco,2.14751299996732,9.0,52.3809509277344,5.41861057,168.37710571,45.1,100865329473.44,3.49955709403216,3067.85180664063,2.12270680993842,46.8899536132813,,1879000000.0,3.39079610106242,100.0,32.7014236450195,1.30835154510463,32464865.0,47.8672981262207,,9.09
2010,MDA,7,0.0,24.571428571428573,181.7142857142857,75.0,29.25,159.5,51.0,Moldova,0.519886166913511,9.0,29.0476188659668,10.13,198.0,61.488,6974982369.60155,7.10000010705836,2436.79935102421,7.20697461136707,30.6220092773438,7.5922999382019,298000000.0,0.262879174562087,100.0,33.1753540039063,-0.0998329740168972,2862354.0,43.6018943786621,,2.972
2010,MEX,1,0.0,51.0,183.0,77.0,,,,Mexico,0.69527690799178,11.0,40.476188659668,5.73688889,539.26550293,57.269,1105424238731.09,4.9713345832195,9823.16407459477,3.58800272877093,59.3301429748535,5.15922021865845,9001000000.0,0.45273449263425,99.9356518506868,23.222749710083,1.32657895725526,112532401.0,35.5450248718262,,5.303
2010,MGL,2,0.0,26.0,178.0,66.0,24.0,165.0,61.0,,,,,,,,,,,,,,,,,,,,,,
2010,MKD,3,0.0,22.666666666666668,180.0,80.0,19.0,173.0,62.0,North Macedonia,0.937099536370004,13.0,54.761905670166,6.71,302.0,35.969,9407170321.37752,3.35875085773812,4833.36586759968,4.02171749784563,48.3253593444824,,131000000.0,1.38215461102863,100.0,27.014217376709,-0.63937448291812,1946298.0,45.497631072998,,33.135
2010,MNE,1,0.0,19.0,178.0,84.0,,,,Montenegro,5.367046237653,9.0,50.0,,,39.203,4142983843.4912,2.73433108233829,6688.40259641346,2.54625315972683,60.2870826721191,,72000000.0,1.81434774678489,100.0,65.4028472900391,0.183239906425096,619428.0,52.6066360473633,,19.649
2010,MON,3,0.0,36.5,181.5,93.5,26.0,164.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2010,NED,32,11.0,25.966666666666665,183.0,81.26666666666667,24.62857142857143,172.65714285714284,64.97142857142858,,,,,,,,,,,,,,,,,,,,,,
2010,NEP,1,0.0,40.0,170.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NOR,95,39.0,26.82962962962963,182.3925925925926,77.99186991869918,25.454545454545453,169.12727272727273,61.15217391304348,Norway,0.938496792989487,10.0,97.1428604125977,8.86,7860.0,63.32,431052143940.438,0.787051845495441,88163.2085931423,-0.460631256132487,98.0861206054688,6.71042013168335,14658000000.0,1.50762795492815,11.888745618966,95.2606658935547,1.24566617956207,4889252.0,98.5782012939453,,3.521
2010,NZL,16,0.0,24.46153846153846,180.30769230769232,78.38461538461539,25.33333333333333,161.55555555555554,59.0,New Zealand,0.413376421689249,10.0,99.523811340332,9.59277534,3233.77856445,63.511,146517541181.254,1.44462128410649,33676.7741239925,0.323080777115536,96.6507186889648,6.59741258621216,3039000000.0,1.20990105642364,9.81955068968898,91.4691925048828,1.1117260560215,4350700.0,98.1042633056641,,6.557
2010,PAK,1,0.0,23.0,168.0,55.0,,,,Pakistan,1.56998483736525,12.0,13.8095235824585,2.39686537,24.20984077,50.668,196709621849.586,1.50171752152883,1011.59718017727,-0.759129913637068,25.3588523864746,2.28687000274658,1370000000.0,3.42369097294437,100.0,0.473933637142181,2.25257934512803,194454498.0,28.4360198974609,,0.653
2010,PER,3,0.0,23.666666666666668,168.0,65.0,18.0,168.0,60.0,Peru,1.18116920987162,12.0,50.476188659668,4.71503925,240.25761414,76.387,147527631520.729,8.33245910749577,5047.2046433225,7.51616967333678,46.4114837646484,2.86730003356934,1648000000.0,1.47697203873093,100.0,16.5876770019531,0.756357202975091,29229572.0,34.5971565246582,,3.6
2010,POL,46,8.0,26.53333333333333,178.0888888888889,72.2,24.295081967213115,165.62295081967213,56.885245901639344,Poland,0.672386195590166,10.0,71.9047622680664,6.47,809.0,50.589,475696613935.595,2.93463818052832,12504.2501856093,3.22904912851982,70.8134002685547,5.10705995559692,8888000000.0,1.84785215509548,100.0,84.3601913452148,-0.285609121534849,38042794.0,68.7203826904297,,9.637
2010,POR,1,0.0,36.0,165.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010,PRK,2,0.0,23.0,168.0,62.0,24.0,157.0,56.0,"Korea, Dem. People's Rep.",9.60570831232302,11.0,5.2380952835083,,,72.17,,,,,0.478468894958496,,,,100.0,35.0710906982422,0.425940886169344,24686435.0,5.68720388412476,,2.825
2010,ROU,28,0.0,21.715686274509807,179.23529411764707,78.21568627450979,26.214285714285715,167.35714285714286,58.892857142857146,Romania,1.64472312294637,10.0,45.238094329834,5.64,472.0,51.051,170029359010.667,-3.90123628018621,8397.80917311457,-3.32875036446971,51.1961708068848,3.41717004776001,1897000000.0,1.22697660697606,100.0,54.028434753418,-0.593959183588628,20246871.0,58.2938385009766,,6.959
2010,RSA,2,0.0,26.5,180.0,73.5,,,,,,,,,,,,,,,,,,,,,,,,,
2010,RUS,178,25.0,26.01089238845144,183.3888451443569,86.05577427821522,24.67241379310345,165.5560344827586,55.91379310344828,Russian Federation,1.88479716412628,9.0,13.3333330154419,4.97,567.0,57.989,1524916715223.95,4.49999999920672,10674.990234375,4.45309639834757,33.0143547058105,3.8476243019104,30169000000.0,3.58508572012112,96.2900289047848,18.4834117889404,0.0448964884428055,142849468.0,26.5402851104736,,7.369
2010,SEN,1,0.0,28.0,,,,,,Senegal,0.54529299687994,11.0,30.4761905670166,4.02764368,51.81986618,43.119,16121315909.0758,3.39088925336209,1286.60496647046,0.625915167183067,33.4928245544434,5.21774005889893,217000000.0,1.2153093310459,100.0,31.7535552978516,2.71070159961371,12530121.0,41.7061614990234,,2.798
2010,SLO,47,3.0,26.14754098360656,181.04918032786884,76.63934426229508,26.08695652173913,166.8695652173913,59.67391304347826,,,,,,,,,,,,,,,,,,,,,,
2010,SMR,1,0.0,22.0,180.0,75.0,,,,San Marino,,10.0,,6.20853519,3695.15039063,,1881191949.98998,-5.47368421052632,59516.3233988223,-7.11551372737081,,2.62883996963501,,,,98.5782012939453,1.75216316570038,31608.0,77.2511825561523,,
2010,SRB,10,0.0,22.0,188.1428571428572,87.0,22.875,172.0,66.125,Serbia,0.93844660262997,8.0,47.1428565979004,9.5273037,545.33380127,40.153,41819468691.8251,0.73104455254213,5735.42285659849,1.13680433834465,54.0669860839844,3.90093207359314,1103000000.0,2.08596534194605,100.0,31.2796211242676,-0.402005900874718,7291436.0,41.2322273254395,,19.204
2010,SUI,134,12.0,27.661290322580644,181.0483870967742,79.35483870967742,25.60752688172043,170.9193548387097,67.51075268817205,,,,,,,,,,,,,,,,,,,,,,
2010,SVK,68,3.0,29.6875,181.625,81.9765625,25.186046511627907,169.97674418604652,61.74418604651163,Slovak Republic,0.587314686770457,10.0,63.8095245361328,7.67,1297.0,50.518,91162836320.3502,6.71663274983085,16908.8479564876,6.61722848630926,75.1196136474609,4.0447998046875,2146000000.0,1.24918295945171,100.0,86.7298583984375,0.0931912731899838,5391428.0,66.3507080078125,,14.387
